Id,Straatnaam,Huisnummer,Huisletter,Huisnummertoevoeging,Postcode,Woonplaatsnaam,Statusadres,Gebruiksdoelwoonfunctie,Afvalwijzerinstructie,Afvalwijzerbasisroutetypeid,Afvalwijzerroutenaam,Afvalwijzerperxweken,Afvalwijzerbuitenzettenvanaftot,Afvalwijzerbuitenzettenvanaf,Afvalwijzerbuitenzettentot,Afvalwijzerafvalkalenderopmerking,Afvalwijzerafvalkalenderfrequentie,Afvalwijzerfractienaam,Afvalwijzerfractiecode,Afvalwijzerroutetypenaam,Afvalwijzerophaaldagen,Afvalwijzerafvalkalendermelding,Afvalwijzerafvalkalendervan,Afvalwijzerafvalkalendertot,Afvalwijzerbasisroutetype,Afvalwijzerbasisroutetypeomschrijving,Afvalwijzerbasisroutetypecode,Afvalwijzergeometrie,Afvalwijzerinstructie2,Afvalwijzerophaaldagen2,Afvalwijzerwaar,Afvalwijzerbuitenzetten,Afvalwijzerbuttontekst,Afvalwijzerurl,Bagnummeraanduidingid,Gbdbuurtid,Gbdbuurtcode,Afvalwijzerinzamelgebiednaam,Afvalwijzerinzamelgebiedcode
0363200000006930~Rest,Eerste Breeuwersstraat,28,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284451,Rest_Centrum_Woensdagenzaterdag_Woensdagenzaterdagvanaf06.00,1,Tussen 06.00 en 07.30 uur,Tussen 06.00,en 07.30 uur,,,Rest,Rest,Zakken Route,"woensdag, zaterdag",,,,Inzamelgebied,Zakken Route,ZAKKENRT,SRID=28992;POINT (120825 488848),In vuilniszak,"woensdag, zaterdag",Aan de rand van de stoep of op de vaste plek,Tussen 06.00 en 07.30 uur,,,0363200000006930,03630980000020,AA02,A-Centrum-Stedelijke_Inzameling-F-317 (Westelijke eiland + Haarlemmer houttuinen),F-317
0363200000006930~Textiel,Eerste Breeuwersstraat,28,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (120825 488848),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006930,03630980000020,AA02,,
0363200000006931~Glas,Eerste Breeuwersstraat,30,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (120822 488849),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006931,03630980000020,AA02,,
"0363200000006931~Groente, Fruit en Tuin Afval",Eerste Breeuwersstraat,30,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (120822 488849),Bij het restafval,,,,,,0363200000006931,03630980000020,AA02,Centrum-West,GA01
0363200000006931~Grof,Eerste Breeuwersstraat,30,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (120822 488849),of bel 14020,,,,Maak een afspraak,https://formulieren.amsterdam.nl/TriplEforms/Directregelen/formulier/nl-NL/evAmsterdam/grofafval.aspx,0363200000006931,03630980000020,AA02,Centrum-West,GA01
0363200000006931~Papier,Eerste Breeuwersstraat,30,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (120822 488849),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006931,03630980000020,AA02,,
0363200000006931~Plastic,Eerste Breeuwersstraat,30,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (120822 488849),Bij het restafval,,,,,,0363200000006931,03630980000020,AA02,,
0363200000006931~Rest,Eerste Breeuwersstraat,30,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284451,Rest_Centrum_Woensdagenzaterdag_Woensdagenzaterdagvanaf06.00,1,Tussen 06.00 en 07.30 uur,Tussen 06.00,en 07.30 uur,,,Rest,Rest,Zakken Route,"woensdag, zaterdag",,,,Inzamelgebied,Zakken Route,ZAKKENRT,SRID=28992;POINT (120822 488849),In vuilniszak,"woensdag, zaterdag",Aan de rand van de stoep of op de vaste plek,Tussen 06.00 en 07.30 uur,,,0363200000006931,03630980000020,AA02,A-Centrum-Stedelijke_Inzameling-F-317 (Westelijke eiland + Haarlemmer houttuinen),F-317
0363200000006931~Textiel,Eerste Breeuwersstraat,30,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (120822 488849),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006931,03630980000020,AA02,,
0363200000006932~Glas,Eerste Breeuwersstraat,32,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (120820 488849),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006932,03630980000020,AA02,,
"0363200000006932~Groente, Fruit en Tuin Afval",Eerste Breeuwersstraat,32,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (120820 488849),Bij het restafval,,,,,,0363200000006932,03630980000020,AA02,Centrum-West,GA01
0363200000006932~Grof,Eerste Breeuwersstraat,32,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (120820 488849),of bel 14020,,,,Maak een afspraak,https://formulieren.amsterdam.nl/TriplEforms/Directregelen/formulier/nl-NL/evAmsterdam/grofafval.aspx,0363200000006932,03630980000020,AA02,Centrum-West,GA01
0363200000006932~Papier,Eerste Breeuwersstraat,32,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (120820 488849),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006932,03630980000020,AA02,,
0363200000006932~Plastic,Eerste Breeuwersstraat,32,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (120820 488849),Bij het restafval,,,,,,0363200000006932,03630980000020,AA02,,
0363200000006932~Rest,Eerste Breeuwersstraat,32,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284451,Rest_Centrum_Woensdagenzaterdag_Woensdagenzaterdagvanaf06.00,1,Tussen 06.00 en 07.30 uur,Tussen 06.00,en 07.30 uur,,,Rest,Rest,Zakken Route,"woensdag, zaterdag",,,,Inzamelgebied,Zakken Route,ZAKKENRT,SRID=28992;POINT (120820 488849),In vuilniszak,"woensdag, zaterdag",Aan de rand van de stoep of op de vaste plek,Tussen 06.00 en 07.30 uur,,,0363200000006932,03630980000020,AA02,A-Centrum-Stedelijke_Inzameling-F-317 (Westelijke eiland + Haarlemmer houttuinen),F-317
0363200000006932~Textiel,Eerste Breeuwersstraat,32,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (120820 488849),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006932,03630980000020,AA02,,
0363200000006933~Glas,Eerste Breeuwersstraat,34,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (120821 488852),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006933,03630980000020,AA02,,
"0363200000006933~Groente, Fruit en Tuin Afval",Eerste Breeuwersstraat,34,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (120821 488852),Bij het restafval,,,,,,0363200000006933,03630980000020,AA02,Centrum-West,GA01
0363200000006933~Grof,Eerste Breeuwersstraat,34,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (120821 488852),of bel 14020,,,,Maak een afspraak,https://formulieren.amsterdam.nl/TriplEforms/Directregelen/formulier/nl-NL/evAmsterdam/grofafval.aspx,0363200000006933,03630980000020,AA02,Centrum-West,GA01
0363200000006933~Papier,Eerste Breeuwersstraat,34,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (120821 488852),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006933,03630980000020,AA02,,
0363200000006933~Plastic,Eerste Breeuwersstraat,34,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (120821 488852),Bij het restafval,,,,,,0363200000006933,03630980000020,AA02,,
0363200000006933~Rest,Eerste Breeuwersstraat,34,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284451,Rest_Centrum_Woensdagenzaterdag_Woensdagenzaterdagvanaf06.00,1,Tussen 06.00 en 07.30 uur,Tussen 06.00,en 07.30 uur,,,Rest,Rest,Zakken Route,"woensdag, zaterdag",,,,Inzamelgebied,Zakken Route,ZAKKENRT,SRID=28992;POINT (120821 488852),In vuilniszak,"woensdag, zaterdag",Aan de rand van de stoep of op de vaste plek,Tussen 06.00 en 07.30 uur,,,0363200000006933,03630980000020,AA02,A-Centrum-Stedelijke_Inzameling-F-317 (Westelijke eiland + Haarlemmer houttuinen),F-317
0363200000006933~Textiel,Eerste Breeuwersstraat,34,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (120821 488852),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006933,03630980000020,AA02,,
0363200000006934~Glas,Eerste Breeuwersstraat,36,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (120815 488849),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006934,03630980000020,AA02,,
"0363200000006934~Groente, Fruit en Tuin Afval",Eerste Breeuwersstraat,36,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (120815 488849),Bij het restafval,,,,,,0363200000006934,03630980000020,AA02,Centrum-West,GA01
0363200000006934~Grof,Eerste Breeuwersstraat,36,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (120815 488849),of bel 14020,,,,Maak een afspraak,https://formulieren.amsterdam.nl/TriplEforms/Directregelen/formulier/nl-NL/evAmsterdam/grofafval.aspx,0363200000006934,03630980000020,AA02,Centrum-West,GA01
0363200000006934~Papier,Eerste Breeuwersstraat,36,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (120815 488849),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006934,03630980000020,AA02,,
0363200000006934~Plastic,Eerste Breeuwersstraat,36,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (120815 488849),Bij het restafval,,,,,,0363200000006934,03630980000020,AA02,,
0363200000006934~Rest,Eerste Breeuwersstraat,36,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284451,Rest_Centrum_Woensdagenzaterdag_Woensdagenzaterdagvanaf06.00,1,Tussen 06.00 en 07.30 uur,Tussen 06.00,en 07.30 uur,,,Rest,Rest,Zakken Route,"woensdag, zaterdag",,,,Inzamelgebied,Zakken Route,ZAKKENRT,SRID=28992;POINT (120815 488849),In vuilniszak,"woensdag, zaterdag",Aan de rand van de stoep of op de vaste plek,Tussen 06.00 en 07.30 uur,,,0363200000006934,03630980000020,AA02,A-Centrum-Stedelijke_Inzameling-F-317 (Westelijke eiland + Haarlemmer houttuinen),F-317
0363200000006934~Textiel,Eerste Breeuwersstraat,36,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (120815 488849),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006934,03630980000020,AA02,,
0363200000006935~Glas,Eerste Breeuwersstraat,38,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (120816 488853),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006935,03630980000020,AA02,,
"0363200000006935~Groente, Fruit en Tuin Afval",Eerste Breeuwersstraat,38,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (120816 488853),Bij het restafval,,,,,,0363200000006935,03630980000020,AA02,Centrum-West,GA01
0363200000006935~Grof,Eerste Breeuwersstraat,38,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (120816 488853),of bel 14020,,,,Maak een afspraak,https://formulieren.amsterdam.nl/TriplEforms/Directregelen/formulier/nl-NL/evAmsterdam/grofafval.aspx,0363200000006935,03630980000020,AA02,Centrum-West,GA01
0363200000006935~Papier,Eerste Breeuwersstraat,38,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (120816 488853),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006935,03630980000020,AA02,,
0363200000006935~Plastic,Eerste Breeuwersstraat,38,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (120816 488853),Bij het restafval,,,,,,0363200000006935,03630980000020,AA02,,
0363200000006935~Rest,Eerste Breeuwersstraat,38,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284451,Rest_Centrum_Woensdagenzaterdag_Woensdagenzaterdagvanaf06.00,1,Tussen 06.00 en 07.30 uur,Tussen 06.00,en 07.30 uur,,,Rest,Rest,Zakken Route,"woensdag, zaterdag",,,,Inzamelgebied,Zakken Route,ZAKKENRT,SRID=28992;POINT (120816 488853),In vuilniszak,"woensdag, zaterdag",Aan de rand van de stoep of op de vaste plek,Tussen 06.00 en 07.30 uur,,,0363200000006935,03630980000020,AA02,A-Centrum-Stedelijke_Inzameling-F-317 (Westelijke eiland + Haarlemmer houttuinen),F-317
0363200000006935~Textiel,Eerste Breeuwersstraat,38,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (120816 488853),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006935,03630980000020,AA02,,
0363200000006936~Glas,Eerste Breeuwersstraat,40,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (120817 488853),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006936,03630980000020,AA02,,
"0363200000006936~Groente, Fruit en Tuin Afval",Eerste Breeuwersstraat,40,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (120817 488853),Bij het restafval,,,,,,0363200000006936,03630980000020,AA02,Centrum-West,GA01
0363200000006936~Grof,Eerste Breeuwersstraat,40,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (120817 488853),of bel 14020,,,,Maak een afspraak,https://formulieren.amsterdam.nl/TriplEforms/Directregelen/formulier/nl-NL/evAmsterdam/grofafval.aspx,0363200000006936,03630980000020,AA02,Centrum-West,GA01
0363200000006936~Papier,Eerste Breeuwersstraat,40,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (120817 488853),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006936,03630980000020,AA02,,
0363200000006936~Plastic,Eerste Breeuwersstraat,40,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (120817 488853),Bij het restafval,,,,,,0363200000006936,03630980000020,AA02,,
0363200000006936~Rest,Eerste Breeuwersstraat,40,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284451,Rest_Centrum_Woensdagenzaterdag_Woensdagenzaterdagvanaf06.00,1,Tussen 06.00 en 07.30 uur,Tussen 06.00,en 07.30 uur,,,Rest,Rest,Zakken Route,"woensdag, zaterdag",,,,Inzamelgebied,Zakken Route,ZAKKENRT,SRID=28992;POINT (120817 488853),In vuilniszak,"woensdag, zaterdag",Aan de rand van de stoep of op de vaste plek,Tussen 06.00 en 07.30 uur,,,0363200000006936,03630980000020,AA02,A-Centrum-Stedelijke_Inzameling-F-317 (Westelijke eiland + Haarlemmer houttuinen),F-317
0363200000006936~Textiel,Eerste Breeuwersstraat,40,,,1013MK,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (120817 488853),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006936,03630980000020,AA02,,
